A, iteration number, da_distance, objective_energy, objective_energy_unperturbed, column_constraint_energy, row_constraint_energy
237.3059551384146,10000000,725,2500.0,725.0,0.0,0.0
237.3059551384146,10000000,739,2513.0,739.0,0.0,0.0
237.3059551384146,10000000,759,2533.0,759.0,0.0,0.0
237.3059551384146,10000000,764,2537.0,764.0,0.0,0.0
237.3059551384146,10000000,764,2538.0,764.0,0.0,0.0
237.3059551384146,10000000,765,2541.0,765.0,0.0,0.0
237.3059551384146,10000000,770,2543.0,770.0,0.0,0.0
237.3059551384146,10000000,771,2545.0,771.0,0.0,0.0
237.3059551384146,10000000,772,2545.0,772.0,0.0,0.0
237.3059551384146,10000000,772,2546.0,772.0,0.0,0.0
237.3059551384146,10000000,775,2546.0,775.0,0.0,0.0
237.3059551384146,10000000,779,2550.0,779.0,0.0,0.0
237.3059551384146,10000000,777,2550.0,777.0,0.0,0.0
237.3059551384146,10000000,778,2552.0,778.0,0.0,0.0
237.3059551384146,10000000,779,2552.0,779.0,0.0,0.0
237.3059551384146,10000000,781,2553.0,781.0,0.0,0.0
237.3059551384146,10000000,781,2555.0,781.0,0.0,0.0
237.3059551384146,10000000,784,2557.0,784.0,0.0,0.0
237.3059551384146,10000000,785,2559.0,785.0,0.0,0.0
237.3059551384146,10000000,786,2559.0,786.0,0.0,0.0
237.3059551384146,10000000,787,2562.0,787.0,0.0,0.0
237.3059551384146,10000000,789,2563.0,789.0,0.0,0.0
237.3059551384146,10000000,793,2566.0,793.0,0.0,0.0
237.3059551384146,10000000,791,2566.0,791.0,0.0,0.0
237.3059551384146,10000000,795,2567.0,795.0,0.0,0.0
237.3059551384146,10000000,795,2569.0,795.0,0.0,0.0
237.3059551384146,10000000,796,2569.0,796.0,0.0,0.0
237.3059551384146,10000000,799,2571.0,799.0,0.0,0.0
237.3059551384146,10000000,799,2572.0,799.0,0.0,0.0
237.3059551384146,10000000,797,2573.0,797.0,0.0,0.0
237.3059551384146,10000000,800,2573.0,800.0,0.0,0.0
237.3059551384146,10000000,798,2573.0,798.0,0.0,0.0
237.3059551384146,10000000,800,2574.0,800.0,0.0,0.0
237.3059551384146,10000000,799,2574.0,799.0,0.0,0.0
237.3059551384146,10000000,800,2575.0,800.0,0.0,0.0
237.3059551384146,10000000,801,2576.0,801.0,0.0,0.0
237.3059551384146,10000000,803,2577.0,803.0,0.0,0.0
237.3059551384146,10000000,802,2578.0,802.0,0.0,0.0
237.3059551384146,10000000,804,2579.0,804.0,0.0,0.0
237.3059551384146,10000000,804,2579.0,804.0,0.0,0.0
237.3059551384146,10000000,804,2579.0,804.0,0.0,0.0
237.3059551384146,10000000,809,2580.0,809.0,0.0,0.0
237.3059551384146,10000000,804,2580.0,804.0,0.0,0.0
237.3059551384146,10000000,808,2581.0,808.0,0.0,0.0
237.3059551384146,10000000,810,2582.0,810.0,0.0,0.0
237.3059551384146,10000000,814,2585.0,814.0,0.0,0.0
237.3059551384146,10000000,812,2587.0,812.0,0.0,0.0
237.3059551384146,10000000,814,2587.0,814.0,0.0,0.0
237.3059551384146,10000000,815,2589.0,815.0,0.0,0.0
237.3059551384146,10000000,817,2589.0,817.0,0.0,0.0
237.3059551384146,10000000,815,2589.0,815.0,0.0,0.0
237.3059551384146,10000000,816,2590.0,816.0,0.0,0.0
237.3059551384146,10000000,817,2590.0,817.0,0.0,0.0
237.3059551384146,10000000,818,2590.0,818.0,0.0,0.0
237.3059551384146,10000000,817,2590.0,817.0,0.0,0.0
237.3059551384146,10000000,816,2590.0,816.0,0.0,0.0
237.3059551384146,10000000,819,2591.0,819.0,0.0,0.0
237.3059551384146,10000000,819,2593.0,819.0,0.0,0.0
237.3059551384146,10000000,820,2593.0,820.0,0.0,0.0
237.3059551384146,10000000,821,2595.0,821.0,0.0,0.0
237.3059551384146,10000000,821,2596.0,821.0,0.0,0.0
237.3059551384146,10000000,827,2597.0,827.0,0.0,0.0
237.3059551384146,10000000,825,2598.0,825.0,0.0,0.0
237.3059551384146,10000000,827,2598.0,827.0,0.0,0.0
237.3059551384146,10000000,826,2598.0,826.0,0.0,0.0
237.3059551384146,10000000,823,2598.0,823.0,0.0,0.0
237.3059551384146,10000000,826,2600.0,826.0,0.0,0.0
237.3059551384146,10000000,828,2600.0,828.0,0.0,0.0
237.3059551384146,10000000,830,2604.0,830.0,0.0,0.0
